Address:,USB0::0x0957::0x179B::MY59127587::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
,,,-0.01270833353,0.827138986001955,-0.0405776423867792,
,,,-0.0126562501975,0.821370141435182,-0.0386680951341987,
,,,-0.012604166865,0.816013357194606,-0.0539444731548429,
,,,-0.0125520835325,0.810244512627833,-0.0634922094177455,
,,,-0.0125000002,0.804063607734861,-0.0864067764487118,
,,,-0.0124479168675,0.798294763168087,-0.0577635676600039,
,,,-0.012395833535,0.792113858275115,-0.021482169860974,
,,,-0.0123437502025,0.785520893055946,-0.0386680951341987,
,,,-0.01229166687,0.778927927836776,-0.025301264366135,
,,,-0.0122395835375,0.771922902291408,-0.00620579184032977,
,,,-0.012187500205,0.76491787674604,-0.0100248863454908,
,,,-0.0121354168725,0.757500790874474,0.00907058618031442,
,,,-0.01208333354,0.750083705002908,0.0109801334328949,
,,,-0.0120312502075,0.742254558805143,0.018618322443217,
,,,-0.011979166875,0.734837472933577,0.014799227938056,
,,,-0.0119270835425,0.727008326735813,0.0243469642009586,
,,,-0.01187500021,0.719179180538049,0.0396233422216028,
,,,-0.0118229168775,0.710937974014087,0.0358042477164418,
,,,-0.011770833545,0.702284707163926,0.0568092674948275,
,,,-0.0117187502125,0.693631440313766,0.0625379092525691,
,,,-0.01166666688,0.685390233789803,0.0930906652938575,
,,,-0.0116145835475,0.676324906613445,0.0911811180412769,
,,,-0.011562500215,0.667671639763284,0.108367043314502,
,,,-0.0115104168825,0.659018372913124,0.129372063092887,
,,,-0.01145833355,0.649953045736765,0.127462515840307,
,,,-0.0114062502175,0.640887718560407,0.114095685072243,
,,,-0.011354166885,0.631822391384048,0.114095685072243,
,,,-0.0113020835525,0.62275706420769,0.104547948809341,
,,,-0.01125000022,0.613691737031331,0.13891979935579,
,,,-0.0111979168875,0.604214349528775,0.152286630123854,
,,,-0.011145833555,0.595149022352416,0.140829346608371,
,,,-0.0110937502225,0.586083695176058,0.190477575175464,
,,,-0.01104166689,0.577430428325897,0.203844405943528,
,,,-0.0109895835575,0.568365101149539,0.209573047701269,
,,,-0.010937500225,0.559711834299378,0.209573047701269,
,,,-0.0108854168925,0.551058567449218,0.243944898247719,
,,,-0.01083333356,0.542405300599057,0.222939878469333,
,,,-0.0107812502275,0.534164094075095,0.230578067479655,
,,,-0.010729166895,0.525510827224934,0.266859465278685,
,,,-0.0106770835625,0.517269620700972,0.243944898247719,
,,,-0.01062500023,0.50902841417701,0.268769012531266,
,,,-0.0105729168975,0.500787207653048,0.289774032309651,
,,,-0.010520833565,0.492546001129085,0.293593126814812,
,,,-0.0104687502325,0.484304794605123,0.345150902634487,
,,,-0.0104166669,0.476063588081161,0.348969997139648,
,,,-0.0103645835675,0.468234441883396,0.377613205928355,
,,,-0.010312500235,0.460405295685632,0.46736192679964,
,,,-0.0102604169025,0.452576149487868,0.583844309207052,
,,,-0.01020833357,0.445159063616302,0.725150805898011,
,,,-0.0101562502375,0.43691785709234,0.984849232248962,
,,,-0.010104166905,0.429088710894575,1.41449736407958,
,,,-0.0100520835725,0.421259564696811,2.22223585192114,
,,,-0.01000000024,0.413430418499047,3.04143162327819,
,,,-0.0099479169075,0.405601272301283,2.5984166606795,
,,,-0.009895833575,0.398184186429717,1.55389431351796,
,,,-0.0098437502425,0.390355040231952,0.765251298202202,
,,,-0.00979166691,0.382525894034188,0.324145882856101,
,,,-0.0097395835775,0.374284687510226,0.0606283619999886,
,,,-0.009687500245,0.366455541312462,-0.0386680951341987,
,,,-0.0096354169125,0.358626395114698,-0.11504998523742,
,,,-0.00958333358,0.350385188590735,-0.160879119299352,
,,,-0.0095312502475,0.342968102719169,-0.185703233582899,
,,,-0.009479166915,0.334726896195207,-0.157060024794191,
,,,-0.0094270835825,0.326485689671244,-0.155150477541611,
,,,-0.00937500025,0.31865654347348,-0.164698213804513,
,,,-0.0093229169175,0.310827397275716,-0.15133138303645,
,,,-0.009270833585,0.302998251077952,-0.136055005015805,
,,,-0.0092187502525,0.29475704455399,-0.137964552268386,
,,,-0.00916666692,0.286515838030027,-0.113140437984839,
,,,-0.0091145835875,0.278686691832263,-0.103592701721936,
,,,-0.009062500255,0.270857545634499,-0.0634922094177455,
,,,-0.0090104169225,0.263028399436735,-0.0673113039229065,
,,,-0.00895833359,0.25519925323897,-0.025301264366135,
,,,-0.0089062502575,0.247370107041206,-0.000477150082588196,
,,,-0.008854166925,0.239540960843442,-0.000477150082588196,
,,,-0.0088020835925,0.232123874971876,0.0472615312319249,
,,,-0.00875000026,0.22470678910031,0.0205278696957976,
,,,-0.0086979169275,0.217289703228744,0.0606283619999886,
,,,-0.008645833595,0.209872617357178,0.0606283619999886,
,,,-0.0085937502625,0.202455531485612,0.0625379092525691,
,,,-0.00854166693,0.194626385287847,0.0682665510103107,
,,,-0.0084895835975,0.187621359742479,0.0797238345257938,
,,,-0.008437500265,0.180204273870913,0.108367043314502,
,,,-0.0083854169325,0.172787187999347,0.108367043314502,
,,,-0.0083333336,0.165782162453979,0.0892715707886964,
,,,-0.0082812502675,0.158365076582413,0.110276590567082,
,,,-0.008229166935,0.151360051037045,0.112186137819663,
,,,-0.0081770836025,0.144355025491677,0.140829346608371,
,,,-0.00812500027,0.136937939620111,0.129372063092887,
,,,-0.0080729169375,0.129520853748545,0.161834366386756,
,,,-0.008020833605,0.122103767876979,0.1771107444074,
,,,-0.0079687502725,0.114686682005413,0.182839386165142,
,,,-0.00791666694,0.106857535807649,0.207663500448689,
,,,-0.0078645836075,0.0994404499360826,0.196206216933206,
,,,-0.007812500275,0.0924354243907146,0.201934858690947,
,,,-0.0077604169425,0.0846062781929504,0.217211236711591,
,,,-0.00770833361,0.0771891923213843,0.219120783964172,
,,,-0.0076562502775,0.0693600461236201,0.219120783964172,
,,,-0.007604166945,0.061942960252054,0.232487614732236,
,,,-0.0075520836125,0.0545258743804879,0.219120783964172,
,,,-0.00750000028,0.0471087885089219,0.234397161984816,
,,,-0.0074479169475,0.0401037629635539,0.219120783964172,
,,,-0.007395833615,0.0326866770919878,0.234397161984816,
,,,-0.0073437502825,0.0256816515466198,0.253492634510621,
,,,-0.00729166695,0.0186766260012519,0.234397161984816,
,,,-0.0072395836175,0.0116716004558839,0.264949918026105,
,,,-0.007187500285,0.00507863523671404,0.261130823520944,
,,,-0.0071354169525,-0.00151432998245582,0.240125803742558,
,,,-0.00708333362,-0.00851935552782379,0.240125803742558,
,,,-0.0070312502875,-0.0151123207469936,0.236306709237397,
,,,-0.006979166955,-0.0212932256399654,0.236306709237397,
,,,-0.0069270836225,-0.0278861908591352,0.264949918026105,
,,,-0.00687500029,-0.034067095752107,0.272588107036427,
,,,-0.0068229169575,-0.0402480006450787,0.264949918026105,
,,,-0.006770833625,-0.0460168452118523,0.253492634510621,
,,,-0.0067187502925,-0.0513736294524278,0.263040370773524,
,,,-0.00666666696,-0.0571424740192015,0.276407201541588,
,,,-0.0066145836275,-0.0620871979335789,0.278316748794168,
,,,-0.006562500295,-0.0674439821741544,0.268769012531266,
,,,-0.0065104169625,-0.0723887060885318,0.303140863077715,
,,,-0.00645833363,-0.076921369676711,0.32223633560352,
,,,-0.0064062502975,-0.0814540332648903,0.289774032309651,
,,,-0.006354166965,-0.0855746365268715,0.314598146593198,
,,,-0.0063020836325,-0.0892831794626545,0.299321768572554,
,,,-0.0062500003,-0.0929917223984376,0.272588107036427,
,,,-0.0061979169675,-0.0967002653342206,0.293593126814812,
,,,-0.006145833635,-0.0999967479438055,0.287864485057071,
,,,-0.0060937503025,-0.102881170227192,0.245854445500299,
,,,-0.00604166697,-0.106177652836777,0.242035350995138,
,,,-0.0059895836375,-0.109474135446362,0.24967354000546,
,,,-0.005937500305,-0.112358557729749,0.243944898247719,
,,,-0.0058854169725,-0.115242980013136,0.236306709237397,
,,,-0.00583333364,-0.117715341970325,0.222939878469333,
,,,-0.0057812503075,-0.120187703927513,0.203844405943528,
,,,-0.005729166975,-0.122660065884702,0.192387122428045,
,,,-0.0056770836425,-0.124720367515692,0.209573047701269,
,,,-0.00562500031,-0.126780669146683,0.152286630123854,
,,,-0.0055729169775,-0.128016850125277,0.186658480670303,
,,,-0.005520833645,-0.129253031103872,0.150377082871273,
,,,-0.0054687503125,-0.130489212082466,0.146557988366112,
,,,-0.00541666698,-0.13172539306106,0.142738893860951,
,,,-0.0053645836475,-0.132137453387259,0.131281610345468,
,,,-0.005312500315,-0.132549513713457,0.142738893860951,
,,,-0.0052604169825,-0.133373634365853,0.154196177376434,
,,,-0.00520833365,-0.132961574039655,0.119824326829985,
,,,-0.0051562503175,-0.132549513713457,0.121733874082565,
,,,-0.005104166985,-0.132549513713457,0.0930906652938575,
,,,-0.0050520836525,-0.132137453387259,0.0930906652938575,
,,,-0.00500000032,-0.131313332734862,0.0816333817783743,
,,,-0.0049479169875,-0.130901272408664,0.0873620235361159,
,,,-0.004895833655,-0.130077151756268,0.114095685072243,
,,,-0.0048437503225,-0.128840970777674,0.0682665510103107,
,,,-0.00479166699,-0.128016850125277,0.0491710784845054,
,,,-0.0047395836575,-0.127192729472881,0.0434424367267638,
,,,-0.004687500325,-0.126368608820485,0.0338947004638612,
,,,-0.0046354169925,-0.125544488168089,0.0338947004638612,
,,,-0.00458333366,-0.124308307189494,0.0377137949690223,
,,,-0.0045312503275,-0.1230721262109,0.00525149167515337,
,,,-0.004479166995,-0.121835945232306,0.0071610389277339,
,,,-0.0044270836625,-0.120599764253711,0.00143239716999233,
,,,-0.00437500033,-0.118951522948919,-0.00238669733516872,
,,,-0.0043229169975,-0.117715341970325,-0.0138439808506519,
,,,-0.004270833665,-0.11647916099173,-0.025301264366135,
,,,-0.0042187503325,-0.115242980013136,-0.0577635676600039,
,,,-0.004166667,-0.113594738708343,-0.065401756670326,
,,,-0.0041145836675,-0.112358557729749,-0.0864067764487118,
,,,-0.004062500335,-0.111122376751155,-0.069220851175487,
,,,-0.0040104170025,-0.109474135446362,-0.0596731149125844,
,,,-0.00395833367,-0.10782589414157,-0.0978640599641949,
,,,-0.0039062503375,-0.106589713162975,-0.0921354182064533,
,,,-0.003854167005,-0.104941471858183,-0.0883163237012923,
,,,-0.0038020836725,-0.103705290879589,-0.0921354182064533,
,,,-0.00375000034,-0.102057049574796,-0.0902258709538728,
,,,-0.0036979170075,-0.100408808270004,-0.0596731149125844,
,,,-0.003645833675,-0.0987605669652112,-0.0768590401858091,
,,,-0.0035937503425,-0.0971123256604187,-0.0825876819435507,
,,,-0.00354166701,-0.0950520240294281,-0.0921354182064533,
,,,-0.0034895836775,-0.0938158430508338,-0.0921354182064533,
,,,-0.003437500345,-0.0917555414198432,-0.0730399456806481,
,,,-0.0033854170125,-0.0896952397888526,-0.0864067764487118,
,,,-0.00333333368,-0.0872228778316639,-0.0921354182064533,
,,,-0.0032812503475,-0.0847505158744752,-0.0902258709538728,
,,,-0.003229167015,-0.0822781539172865,-0.11695953249,
,,,-0.0031770836825,-0.0793937316338997,-0.122688174247742,
,,,-0.00312500035,-0.076921369676711,-0.105502248974517,
,,,-0.0030729170175,-0.0736248870671261,-0.120778626995161,
,,,-0.003020833685,-0.0699163441313431,-0.105502248974517,
,,,-0.0029687503525,-0.06620780119556,-0.143693194026127,
,,,-0.00291666702,-0.0620871979335789,-0.136055005015805,
,,,-0.0028645836875,-0.0575545343453996,-0.15324093028903,
,,,-0.002812500355,-0.0526098104310222,-0.139874099520966,
,,,-0.0027604170225,-0.0472530261904467,-0.15133138303645,
,,,-0.00270833369,-0.0414841816236731,-0.183793686330318,
,,,-0.0026562503575,-0.0357153370568994,-0.183793686330318,
,,,-0.002604167025,-0.0295344321639277,-0.208617800613865,
,,,-0.0025520836925,-0.023353527270956,-0.244899198412895,
,,,-0.00250000036,-0.0171726223779842,-0.252537387423217,
,,,-0.0024479170275,-0.0105796571588144,-0.279271048959345,
,,,-0.002395833695,-0.00398669193964452,-0.260175576433539,
,,,-0.0023437503625,0.00301833360572346,-0.246808745665476,
,,,-0.00229166703,0.0100233591510914,-0.265904218191281,
,,,-0.0022395836975,0.0174404450226575,-0.2639946709387,
,,,-0.002187500365,0.0248575308942236,-0.281180596211925,
,,,-0.0021354170325,0.0322746167657897,-0.288818785222247,
,,,-0.0020833337,0.0401037629635539,-0.302185615990311,
,,,-0.0020312503675,0.0483449694875162,-0.284999690717086,
,,,-0.001979167035,0.0565861760114785,-0.279271048959345,
,,,-0.0019270837025,0.065239442861639,-0.283090143464506,
,,,-0.00187500037,0.0743047700379975,-0.30027606873773,
