Address:,USB0::0x0957::0x179B::MY59127587::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
MEASUREMENTS,,,-0.0220768,0.210331663489342,-0.15768538415432,
Minimum(1),,,-0.0220264,0.200683422386646,-0.15768538415432,
Cur,0.114 V,,-0.021976,0.210331663489342,-0.226831138134003,
,,,-0.0219256,0.200683422386646,-0.192258261144161,
Num Pos Pulses(2),,,-0.0218752,0.219979904592037,-0.192258261144161,
Cur,4 ,,-0.0218248,0.219979904592037,-0.192258261144161,
,,,-0.0217744,0.239276386797428,-0.192258261144161,
Maximum(1),,,-0.021724,0.219979904592037,-0.226831138134003,
Cur,0.693 V,,-0.0216736,0.239276386797428,-0.192258261144161,
,,,-0.0216232,0.248924627900124,-0.15768538415432,
,,,-0.0215728,0.248924627900124,-0.15768538415432,
,,,-0.0215224,0.258572869002819,-0.192258261144161,
,,,-0.021472,0.239276386797428,-0.123112507164478,
,,,-0.0214216,0.258572869002819,-0.15768538415432,
,,,-0.0213712,0.268221110105515,-0.15768538415432,
,,,-0.0213208,0.248924627900124,-0.192258261144161,
,,,-0.0212704,0.27786935120821,-0.192258261144161,
,,,-0.02122,0.27786935120821,-0.192258261144161,
,,,-0.0211696,0.287517592310905,-0.15768538415432,
,,,-0.0211192,0.287517592310905,-0.192258261144161,
,,,-0.0210688,0.297165833413601,-0.15768538415432,
,,,-0.0210184,0.297165833413601,-0.123112507164478,
,,,-0.020968,0.287517592310905,-0.15768538415432,
,,,-0.0209176,0.287517592310905,-0.15768538415432,
,,,-0.0208672,0.316462315618992,-0.15768538415432,
,,,-0.0208168,0.306814074516296,-0.123112507164478,
,,,-0.0207664,0.306814074516296,-0.123112507164478,
,,,-0.020716,0.326110556721687,-0.123112507164478,
,,,-0.0206656,0.326110556721687,-0.0885396301746368,
,,,-0.0206152,0.316462315618992,-0.0885396301746368,
,,,-0.0205648,0.316462315618992,-0.0885396301746368,
,,,-0.0205144,0.355055280029774,-0.0885396301746368,
,,,-0.020464,0.345407038927078,-0.0885396301746368,
,,,-0.0204136,0.335758797824383,-0.0539667531847954,
,,,-0.0203632,0.345407038927078,-0.0539667531847954,
,,,-0.0203128,0.345407038927078,-0.0193938761949539,
,,,-0.0202624,0.345407038927078,0.0151790007948875,
,,,-0.020212,0.355055280029774,0.049751877784729,
,,,-0.0201616,0.355055280029774,0.049751877784729,
,,,-0.0201112,0.364703521132469,0.118897631764412,
,,,-0.0200608,0.364703521132469,0.188043385744095,
,,,-0.0200104,0.364703521132469,0.257189139723778,
,,,-0.01996,0.374351762235165,0.360907770693302,
,,,-0.0199096,0.38400000333786,0.464626401662827,
,,,-0.0198592,0.374351762235165,0.672063663601875,
,,,-0.0198088,0.38400000333786,0.914073802530766,
,,,-0.0197584,0.393648244440556,1.1906568184495,
,,,-0.019708,0.412944726645947,1.60553134232759,
,,,-0.0196576,0.403296485543251,2.02040586620569,
