Frank-Hertz Experiment		
		
Vr(V)= 1.5		
Cathode Heater Current (mA) = 240		
		 
Va(V)_1	Ia(E-12 A)_1	T(c)_1
22.60	4.15	169.94
22.70	5.23	169.94
22.80	6.76	169.94
22.90	8.15	169.94
23.00	10.22	169.94
23.10	12.41	169.94
23.20	14.69	169.94
23.30	17.47	169.94
23.40	20.72	169.94
23.50	24.45	169.94
23.60	27.89	169.94
23.70	32.39	169.94
23.80	36.29	169.94
23.90	41.45	169.95
24.00	45.80	169.95
24.10	51.46	169.95
24.20	56.44	169.95
24.30	62.88	169.95
24.40	68.30	169.95
24.50	75.29	169.95
24.60	82.81	169.95
24.70	89.35	169.95
24.80	97.17	169.95
24.90	104.04	169.95
25.00	112.51	169.95
25.10	118.78	169.95
25.20	125.64	169.95
25.30	129.84	169.95
25.40	132.68	169.95
25.50	132.73	169.95
25.60	129.56	169.95
25.70	122.86	169.95
25.80	115.39	169.95
25.90	105.07	169.94
26.00	96.20	169.94
26.10	85.22	169.94
26.20	76.04	169.94
26.30	65.82	169.94
26.40	57.66	169.94
26.50	47.67	169.93
26.60	39.98	169.93
26.70	32.44	169.93
26.80	25.61	169.93
26.90	21.34	169.93
27.00	17.08	169.93
27.10	14.24	169.93
27.20	11.72	169.93
27.30	10.02	169.93
27.40	9.83	169.93
27.50	9.68	169.93
27.60	10.35	169.93
27.70	11.82	169.93
27.80	13.53	169.93
27.90	15.94	169.92
28.00	18.36	169.92
28.10	21.79	169.92
28.20	25.28	169.92
28.30	29.94	169.92
28.40	34.86	169.92
28.50	39.53	169.92
28.60	45.47	169.92
28.70	50.71	169.92
28.80	57.26	169.91
28.90	63.74	169.91
29.00	71.58	169.91
29.10	78.40	169.91
29.20	87.00	169.91
29.30	94.54	169.91
29.40	104.02	169.91
29.50	113.66	169.91
29.60	121.99	169.91
29.70	132.44	169.91
29.80	141.50	169.91
29.90	151.43	169.91
30.00	159.33	169.91
30.10	167.33	169.91
30.20	172.53	169.91
30.30	175.74	169.91
30.40	175.85	169.90
30.50	172.80	169.90
30.60	167.44	169.91
30.70	160.55	169.91
30.80	151.14	169.89
30.90	142.27	169.89
31.00	130.81	169.89
31.10	120.24	169.89
31.20	106.95	169.89
31.30	96.14	169.89
31.40	83.96	169.90
31.50	71.88	169.90
31.60	62.75	169.90
31.70	53.03	169.90
31.80	46.33	169.89
31.90	39.05	169.89
32.00	33.74	169.89
32.10	28.52	169.89
32.20	25.31	169.89
32.30	22.46	169.89
32.40	20.88	169.88
32.50	20.42	169.88
32.60	20.67	169.88
32.70	21.23	169.88
32.80	22.91	169.88
32.90	25.20	169.88
33.00	28.78	169.89
33.10	32.03	169.89
33.20	36.77	169.88
33.30	41.27	169.88
33.40	46.95	169.88
33.50	53.78	169.88
33.60	59.93	169.88
33.70	67.81	169.88
33.80	75.06	169.88
33.90	84.40	169.88
34.00	92.36	169.88
34.10	102.41	169.87
34.20	111.55	169.87
34.30	122.84	169.88
34.40	132.49	169.88
34.50	144.45	169.89
34.60	156.71	169.89
34.70	167.16	169.88
34.80	179.25	169.88
34.90	188.20	169.88
35.00	198.35	169.88
35.10	205.01	169.88
35.20	210.44	169.88
35.30	212.92	169.88
35.40	213.32	169.88
35.50	211.78	169.88
35.60	207.74	169.88
35.70	201.42	169.88
35.80	194.64	169.88
35.90	184.56	169.88
36.00	173.84	169.88
36.10	160.95	169.88
36.20	148.49	169.88
36.30	134.74	169.88
36.40	123.48	169.88
36.50	110.68	169.88
36.60	100.51	169.88
36.70	89.41	169.89
36.80	78.75	169.89
36.90	70.84	169.87
37.00	62.27	169.87
37.10	55.98	169.88
37.20	50.39	169.88
37.30	46.70	169.88
37.40	42.90	169.88
37.50	40.79	169.88
37.60	39.33	169.88
37.70	38.91	169.89
37.80	39.64	169.89
37.90	41.32	169.89
38.00	43.62	169.89
38.10	47.11	169.89
38.20	50.60	169.89
38.30	55.97	169.89
38.40	61.04	169.89
38.50	68.06	169.89
38.60	74.42	169.89
38.70	82.83	169.89
38.80	90.63	169.89
38.90	100.33	169.89
39.00	110.83	169.89
39.10	120.31	169.89
39.20	132.35	169.89
39.30	143.17	169.89
39.40	156.34	169.90
39.50	167.58	169.90
39.60	181.22	169.91
39.70	192.46	169.91
39.80	205.02	169.91
39.90	214.68	169.91
40.00	224.63	169.91
